userId,movieId,tag,timestamp
2,150,adventure,1406474943
2,151,aliens,1406474945
2,152,fantasy,1406474948
2,153,George Lucas,1406474936
2,154,robots,1406474952
2,155,romance,1406474950
2,156,sci-fi,1406474955
2,157,space,1406474957
2,158,Star Wars,1406474960
2,159,based on a book,1393795254
2,160,Drama,1393795227
2,161,family,1393795249
2,162,mystery,1393795231
2,163,powerful ending,1393795234
2,164,twist ending,1393795240
2,165,adapted from:book,1417274532
2,166,assassin,1417274496
2,167,assassination,1417274509
2,168,History,1417274543
2,169,interesting,1417274521
2,170,Southern Europe,1417274511
2,171,tense,1417274493
2,172,thriller,1417274507
2,173,bittersweet,1415914716
2,174,boring,1415914739
2,175,dialogue,1415914698
2,176,emotional,1415914675
2,177,Paris,1415914704
2,178,philosophical,1415914722
2,179,quirky,1415914679
2,180,romance,1415914710
2,181,romantic,1415914672
2,182,adultery,1413670959
2,183,biographical,1413670831
2,184,Biography,1413670823
2,185,blindness,1413670932
2,186,disability,1413670935
2,187,drug addiction,1413670928
2,188,drugs,1413670864
2,189,genius,1413670834
2,190,great acting,1413670838
2,191,history,1413670881
2,192,music,1413670841
2,193,music business,1413670951
2,194,musical,1413670957
2,195,rhythm & blues,1413670942
2,196,boring,1413403374
2,197,Catholicism,1413403254
2,198,child abuse,1413403400
2,199,drugs,1413403405
2,200,enigmatic,1413403268
2,201,Gay sex,1413403374
2,202,mistaken identity,1413403295
2,203,queer,1413403279
2,204,soccer,1413403398
2,205,spanish,1413403410
2,206,alcoholism,1412431592
2,207,complex characters,1412431587
2,208,confusing,1412431571
2,209,Germany,1412431606
2,210,loneliness,1412431612
2,211,love story,1412431578
2,212,Nudity (Full Frontal),1412431604
2,213,biomedical ethics,1405250768
2,214,death,1405250857
2,215,disability,1405250854
2,216,emotional,1405250760
2,217,euthanasia,1405250851
2,218,FIGHTING THE SYSTEM,1405250897
2,219,meditative,1405250785
2,220,Oscar (Best Foreign Language Film),1405250932
2,222,SUICIDE,1405250844
2,223,suicide attempt,1405250836
2,224,terminal illness,1405250834
2,225,touching,1405250774
2,226,true story,1405250777
2,227,boring,1414925369
2,228,deliberate,1414872578
2,229,nonsense,1414925398
2,230,philosophycal,1414872512
2,231,quiet,1414872517
2,232,quirky,1414872522
2,233,silent,1414872494
2,234,very little dialogue,1414872498
2,235,biopic,1403990776
2,236,character study,1403990756
2,237,death penalty,1403990817
2,238,gay,1403990812
2,239,journalism,1403990809
2,240,prison,1403990804
2,241,thought provoking,1403990752
2,242,writers,1403990750
2,243,based on a true story,1414865361
2,244,biography,1414865364
2,245,bittersweet,1414865382
2,246,Joaquin Phoenix,1414865433
2,247,love,1414865372
2,248,music,1414865368
2,249,music business,1414865370
2,250,true story,1414865377
2,251,Disturbing,1398892248
2,252,interesting,1398892221
2,253,murder mystery,1398892288
2,254,non-hollywood ending,1398892278
2,255,twist,1398892238
2,256,twist ending,1398892243
3,257,based on a true story,1412536129
3,258,simple,1412536147
3,259,Straight forward,1412536434
3,260,strong woman,1412536133
3,261,WOMEN DURING WARTIME,1412536157
3,262,World War II,1412536159
3,263,cynical,1390132736
3,264,disturbing,1390132782
3,265,drama,1390132720
3,266,family,1390132794
3,267,Nudity (Topless - Notable),1390132710
3,268,Nudity (Topless),1390132714
3,269,psychology,1390132708
3,270,reflective,1390132705
3,271,small town,1390132749
3,272,emotional,1390176229
3,273,epidemic,1390176247
3,274,husband-wife relationship,1390176200
3,275,romance,1390176218
3,276,science,1390176215
3,277,scientific research,1390176211
3,278,George Clooney,1421185091
3,279,lawyers,1421185095
3,280,based on a true story,1400957487
3,281,depressing,1400957500
3,282,disability,1400957524
3,283,hospital,1400957520
3,284,marriage,1400957511
3,285,thought-provoking,1400957494
3,286,touching,1400957481
3,287,true story,1400957484
3,288,bittersweet,1404658877
3,289,boring,1404658892
3,290,Jude Law,1404658912
3,292,Natalie Portman,1404658914
3,293,road movie,1404658903
3,294,soundtrack,1404658897
3,295,visually appealing,1404658880
3,296,alternate endings,1406145376
3,297,beautiful,1406145338
3,298,humanity,1406145341
3,299,quirky,1406145432
3,300,quirky style,1406145434
3,301,romance,1406145344
3,302,solitude,1406145388
3,303,awkward,1412424986
3,304,Barcelona,1412424925
3,305,love,1412424990
3,306,relationships,1412424978
3,307,romance,1412424952
3,308,threesome,1412424943
3,309,visually appealing,1412424945
3,310,congressman,1419630185
3,311,corruption,1419630169
3,312,journalism,1419630135
3,313,mistress,1419630204
3,314,murder,1419630147
3,315,newspaper,1419630180
3,316,political corruption,1419630146
3,317,politics,1419630175
3,318,secrets,1419630172
3,319,tense,1419630188
3,320,bittersweet,1407877212
3,321,Funny,1407877196
3,322,humorous,1407877184
3,324,love,1407877199
3,325,nonlinear,1407877206
3,326,relationships,1407877215
3,327,romance,1407877180
3,328,drama,1388323435
3,329,excellent script,1388323402
3,330,love,1388323408
3,331,mystery,1388323412
3,332,nostalgic,1388323416
3,333,revenge,1388323428
3,334,effects,1415448510
3,335,environmental,1415448520
3,336,music,1415448517
3,337,sci-fi,1415448500
3,338,thought-provoking,1415448524
3,339,action,1389309556
3,340,alternate reality,1389309535
3,341,drama,1389309539
3,342,psychology,1389309544
3,343,thought-provoking,1389309550
3,344,twist ending,1389309547
3,345,atmospheric,1412424740
3,346,based on a book,1412424754
3,347,cynical,1412424759
3,348,depressing,1412424729
3,349,disturbing,1412424733
3,350,dystopia,1412424736
3,351,emotional,1412424793
3,352,love story,1412424799
3,353,thought-provoking,1412424805
3,354,based on a true story,1389309511
3,355,complex characters,1389309487
3,356,drama,1389309499
3,357,Oscar (Best Picture),1389309517
3,358,mindfuck,1448114818
3,359,sci-fi,1448114824
3,360,action,1405174626
3,361,Alzheimer's disease,1405174662
3,362,Animals,1405174660
3,363,genetics,1405174589
3,364,sci-fi,1405174657
3,365,thought-provoking,1405174592
3,366,touching,1405174596
3,367,virus,1405174603
3,368,adapted from:book,1405251930
3,369,bittersweet,1405251890
3,370,children,1405251910
3,371,cinematography,1405251916
3,372,fantasy,1405251956
3,373,nostalgic,1405251886
3,374,Paris,1405251883
3,375,robots,1405251923
3,376,visually appealing,1405251881
3,377,based on a true story,1400957563
3,378,campaign manager,1400957567
3,379,politics,1400957554
3,380,real life,1400957557
3,381,Fish,1400957661
3,382,food,1400957663
3,383,Ginza,1400957666
3,384,Japan,1400957623
3,385,Michelin,1400957670
3,386,sushi,1400957676
3,387,Tokyo,1400957672
3,388,Tsukiji,1400957675
3,389,disability,1415911826
3,390,drama,1415911726
3,391,humor,1415911622
3,392,nudity (full frontal),1415911617
3,393,relationships,1415911626
3,394,sexuality,1415911629
3,395,static,1415911822
3,396,strange,1415911758
3,397,uncomfortable,1415911799
3,398,biography,1389309446
3,399,history,1389309466
3,400,oscar (best directing),1389309455
3,401,US President,1389309468
3,402,president; butler,1422659186
3,403,Ferrari,1389309656
3,404,Formula 1,1389309638
3,405,great skill,1389309679
3,406,interesting characters,1389309652
3,407,racing,1389309644
3,408,sports,1389309648
3,409,unpredictable,1389309664
3,410,depressing,1428432717
3,411,happy ending,1428432733
3,412,middle-aged protagonist,1428432721
3,413,warm,1428432727
3,414,captain,1389309356
3,415,ocean,1389309366
3,416,suspense,1389309350
3,417,true story,1389309369
3,418,disease,1392415008
3,419,Matthew McConaughey,1392414970
3,420,medical,1392414987
3,421,based on a book,1421184835
3,422,based on a true story,1421184882
3,423,bittersweet,1421184814
3,424,dramatic comedy,1421184846
3,425,sad,1421184861
3,426,story,1421184843
3,427,true story,1421184807
3,428,adapted from:book,1391028867
3,429,narration,1391028873
3,430,touching,1391028858
3,431,World War II,1391028880
3,432,atmospheric,1415448386
3,433,boring,1415448416
3,434,cats,1415448423
3,435,depressing,1415448410
3,436,folk music,1415448434
3,437,New York City,1415448393
3,438,Nudity (Full Frontal),1389309282
3,439,Nudity (Topless),1389309291
3,440,repetitive,1389309240
3,441,Wall Street,1389309247
3,442,artificial intelligence,1392414629
3,443,bittersweet,1392414595
3,444,Human Computer Interaction,1392414625
3,445,Joaquin Phoenix,1414865458
3,446,landscape,1392414802
3,447,letters,1392414623
3,448,loneliness,1392414620
3,449,meaning of life,1392414600
3,450,original plot,1392414708
3,451,philosophical,1392414607
3,452,psychology,1392414613
3,453,sad,1392414717
3,454,thought-provoking,1392414616
3,455,Nudity (Topless),1398892423
3,456,repeating,1398892441
3,457,simple,1398892463
3,458,Afghanistan,1390606482
3,459,friendship,1392415078
3,460,seals,1390606474
3,461,true story,1390606479
3,462,naration,1391379315
3,463,Nudity (Full Frontal - Notable),1391378386
3,464,sexuality,1391378811
3,465,story,1391378677
3,466,based on a true story,1399225524
3,467,George Clooney,1399225544
3,468,german sync,1399225528
3,469,matt damon,1399225538
3,470,Lars von Trier,1392414551
3,471,Nudity (Full Frontal - Notable),1392414541
3,472,pornography,1392414544
3,473,sexuality,1392414547
3,474,Unexpected Ending,1392414569
3,475,quirky,1412424875
3,476,visually appealing,1412424862
3,477,interesting ideea,1415904647
3,478,original,1415904653
3,479,philosophical issues,1415904686
3,480,sentimental,1415904671
3,481,space,1415904616
3,482,spectacle,1415904677
3,483,thought-provoking,1415904620
3,484,time-travel,1415904606
3,485,wormhole,1415904635
3,486,espionage,1490008618
3,487,Jean Dujardin,1490008638
3,488,love story,1490008643
3,489,bitterswee,1406474778
3,490,music,1406474813
3,491,new york,1406474804
3,492,romance,1406474709
3,493,soundtrack,1406474688
3,494,story,1406474700
3,495,action,1403432685
3,496,future,1403432670
3,497,original plot,1403432673
3,498,sci-fi,1403432676
3,499,time loop,1403432696
3,500,time travel,1403432679
3,501,Tom Cruise,1403432688
3,502,war,1403432693
3,503,dialogue,1404508717
